year,week,gross,top_release,releases,long_weekend
2016,20,169568447,Captain America: Civil War,135,false
2016,21,181503592,The Angry Birds Movie,140,false
2016,22,247634060,X-Men: Apocalypse,123,false
2016,23,190384206,Teenage Mutant Ninja Turtles: Out of the Shadows,119,false
2016,24,218901826,The Conjuring 2,122,false
2016,25,361802569,Finding Dory,119,false
2016,26,291424592,Finding Dory,122,false
2016,27,310796716,Finding Dory,119,false
2016,28,323895350,The Secret Life of Pets,116,false
2016,29,248480865,The Secret Life of Pets,127,false
2016,30,297491308,Star Trek Beyond,130,false
2016,31,283992198,Jason Bourne,122,false
2016,32,329799333,Suicide Squad,116,false
2016,33,254084810,Suicide Squad,121,false
2016,34,187168410,Suicide Squad,119,false
2016,35,164720876,Don't Breathe,124,false
2016,36,149653929,Don't Breathe,122,false
2016,37,134442104,Sully,134,false
2016,38,121858826,Sully,147,false
2016,39,136380402,The Magnificent Seven,147,false
2016,40,150279056,Miss Peregrine's Home for Peculiar Children,153,false
2016,41,147946400,The Girl on the Train,144,false
2016,42,132523535,The Accountant,141,false
2016,43,163335024,Tyler Perry's Boo! A Madea Halloween,139,false
2016,44,120281574,Tyler Perry's Boo! A Madea Halloween,136,false
2016,45,251723696,Doctor Strange,134,false
2016,46,198097131,Doctor Strange,139,false
2016,47,272806761,Fantastic Beasts and Where to Find Them,138,false
2016,48,224776659,Moana,134,false
2016,49,125024701,Moana,141,false
2016,50,113555735,Moana,129,false
2016,51,351825485,Rogue One: A Star Wars Story,112,false
2016,52,468100573,Rogue One: A Star Wars Story,102,false
2016,53,311003351,Rogue One: A Star Wars Story,85,false
2017,1,191327544,Hidden Figures,95,false
2017,2,219559737,Hidden Figures,87,false
2017,3,193995689,Split,103,false
2017,4,183789954,Split,103,false
2017,5,131654279,Split,105,false
2017,6,260607120,Fifty Shades Darker,97,false
2017,7,222294706,The Lego Batman Movie,93,false
2017,8,169951419,Get Out,95,false
2017,9,252962526,Logan,110,false
2017,10,229121650,Kong: Skull Island,116,false
2017,11,348996414,Beauty and the Beast,112,false
2017,12,267856889,Beauty and the Beast,107,false
2017,13,222360225,The Boss Baby,111,false
2017,14,172543097,The Boss Baby,115,false
2017,15,228479867,The Fate of the Furious,116,false
2017,16,140944167,The Fate of the Furious,122,false
2017,17,129454379,The Fate of the Furious,118,false
2017,18,248475475,Guardians of the Galaxy Vol. 2,117,false
2017,19,176045212,Guardians of the Galaxy Vol. 2,124,false
2017,20,173512782,Alien: Covenant,123,false
2017,21,218533507,Pirates of the Caribbean: Dead Men Tell No Tales,115,false
2017,22,268380107,Wonder Woman,118,false
2017,23,213617819,Wonder Woman,114,false
2017,24,292684121,Cars 3,121,false
2017,25,214919540,Transformers: The Last Knight,122,false
2017,26,281182034,Despicable Me 3,109,false
2017,27,303727567,Spider-Man: Homecoming,111,false
2017,28,243097306,War for the Planet of the Apes,115,false
2017,29,273989488,Dunkirk,122,false
2017,30,221095923,Dunkirk,124,false
2017,31,185175491,The Dark Tower,114,false
2017,32,173131832,Annabelle: Creation,130,false
2017,33,138860067,The Hitman's Bodyguard,129,false
2017,34,101552490,The Hitman's Bodyguard,133,false
2017,35,112587819,The Hitman's Bodyguard,134,false
2017,36,215963891,It,146,false
2017,37,148499678,It,148,false
2017,38,152942112,Kingsman: The Golden Circle,141,false
2017,39,120143224,American Made,144,false
2017,40,149284494,Blade Runner 2049,145,false
2017,41,131667878,Happy Death Day,145,false
2017,42,128574321,Boo 2! A Madea Halloween,145,false
2017,43,109543154,Jigsaw,144,false
2017,44,236868261,Thor: Ragnarok,139,false
2017,45,194963666,Thor: Ragnarok,136,false
2017,46,329120391,Justice League,119,false
2017,47,233607415,Coco,117,false
2017,48,140132703,Coco,126,false
2017,49,114955123,Coco,109,false
2017,50,408585709,Star Wars: Episode VIII - The Last Jedi,87,false
2017,51,467339603,Star Wars: Episode VIII - The Last Jedi,80,false
2017,52,338484898,Jumanji: Welcome to the Jungle,86,false
2018,1,221132910,Jumanji: Welcome to the Jungle,96,false
2018,2,234295238,Jumanji: Welcome to the Jungle,107,false
2018,3,184048003,Jumanji: Welcome to the Jungle,108,false
2018,4,187471873,Maze Runner: The Death Cure,105,false
2018,5,129774997,Jumanji: Welcome to the Jungle,111,false
2018,6,201410857,Fifty Shades Freed,116,false
2018,7,419756217,Black Panther,117,false
2018,8,255764555,Black Panther,121,false
2018,9,198511318,Black Panther,123,false
2018,10,197200637,Black Panther,122,false
2018,11,183479381,Black Panther,128,false
2018,12,201171273,Pacific Rim: Uprising,122,false
2018,13,205989995,Ready Player One,129,false
2018,14,215982126,A Quiet Place,133,false
2018,15,198216445,Rampage,146,false
2018,16,163680336,A Quiet Place,142,false
2018,17,416386101,Avengers: Infinity War,138,false
2018,18,224421582,Avengers: Infinity War,133,false
2018,19,182750183,Avengers: Infinity War,147,false
2018,20,283483133,Deadpool 2,135,false
2018,21,276529805,Solo: A Star Wars Story,138,false
2018,22,158982570,Solo: A Star Wars Story,127,false
2018,23,181264811,Ocean's 8,137,false
2018,24,403643911,Incredibles 2,131,false
2018,25,408177250,Jurassic World: Fallen Kingdom,123,false
2018,26,312936354,Jurassic World: Fallen Kingdom,125,false
2018,27,279670250,Ant-Man and the Wasp,122,false
2018,28,259321868,Hotel Transylvania 3: Summer Vacation,114,false
2018,29,270714520,Mamma Mia! Here We Go Again,128,false
2018,30,249574767,Mission: Impossible - Fallout,132,false
2018,31,219442260,Mission: Impossible - Fallout,127,false
2018,32,226431744,The Meg,116,false
2018,33,195099791,Crazy Rich Asians,125,false
2018,34,150222029,Crazy Rich Asians,128,false
2018,35,151984628,Crazy Rich Asians,123,false
2018,36,161673433,The Nun,133,false
2018,37,149136194,The Predator,144,false
2018,38,125947921,The House with a Clock in Its Walls,142,false
2018,39,140661002,Night School,144,false
2018,40,254850264,Venom,149,false
2018,41,184265115,Venom,140,false
2018,42,216858124,Halloween,131,false
2018,43,148052491,Halloween,138,false
2018,44,198031233,Bohemian Rhapsody,137,false
2018,45,228450756,The Grinch,134,false
2018,46,315943511,Fantastic Beasts: The Crimes of Grindelwald,118,false
2018,47,266499043,Ralph Breaks the Internet,111,false
2018,48,159420480,Ralph Breaks the Internet,122,false
2018,49,118029027,Ralph Breaks the Internet,125,false
2018,50,182879825,Spider-Man: Into the Spider-Verse,115,false
2018,51,414641757,Aquaman,92,false
2018,52,343423803,Aquaman,94,false
2019,1,189701655,Aquaman,99,false
2019,2,174909970,The Upside,95,false
2019,3,196416193,Glass,95,false
2019,4,137684269,Glass,93,false
2019,5,101933532,Glass,94,false
2019,6,173677594,The Lego Movie 2: The Second Part,108,false
2019,7,183690047,Alita: Battle Angel,108,false
2019,8,165159850,How to Train Your Dragon: The Hidden World,99,false
2019,9,151459712,How to Train Your Dragon: The Hidden World,111,false
2019,10,281113490,Captain Marvel,117,false
2019,11,187942023,Captain Marvel,129,false
2019,12,204193406,Us,138,false
2019,13,184196251,Dumbo,144,false
2019,14,192529162,Shazam!,127,false
2019,15,162287801,Shazam!,138,false
2019,16,151267535,The Curse of la Llorona,142,false
2019,17,536535969,Avengers: Endgame,127,false
2019,18,257712524,Avengers: Endgame,127,false
2019,19,219520275,Avengers: Endgame,122,false
2019,20,203525667,John Wick: Chapter 3 - Parabellum,126,false
2019,21,283660998,Aladdin,123,false
2019,22,251082037,Aladdin,120,false
2019,23,241872739,The Secret Life of Pets 2,130,false
2019,24,205284044,Men in Black: International,117,false
2019,25,316528361,Toy Story 4,113,false
2019,26,330502860,Toy Story 4,111,false
2019,27,281608923,Spider-Man: Far from Home,113,false
2019,28,201976380,Spider-Man: Far from Home,119,false
2019,29,391079975,The Lion King,113,false
2019,30,252161307,The Lion King,116,false
2019,31,227524958,Fast & Furious Presents: Hobbs & Shaw,118,false
2019,32,202634754,Fast & Furious Presents: Hobbs & Shaw,113,false
2019,33,177860491,Good Boys,122,false
2019,34,156044810,Angel Has Fallen,116,false
2019,35,142201619,Angel Has Fallen,114,false
2019,36,178423960,It Chapter Two,110,false
2019,37,149539855,It Chapter Two,128,false
2019,38,168916046,Downton Abbey,126,false
2019,39,131219030,Abominable,127,false
2019,40,216669409,Joker,118,false
2019,41,202182448,Joker,116,false
2019,42,184811501,Maleficent: Mistress of Evil,123,false
2019,43,149669288,Joker,119,false
2019,44,157056202,Terminator: Dark Fate,104,false
2019,45,171354607,Midway,113,false
2019,46,147766002,Ford v Ferrari,106,false
2019,47,342357442,Frozen II,111,false
2019,48,225284723,Frozen II,94,false
2019,49,124799870,Frozen II,104,false
2019,50,162246278,Jumanji: The Next Level,96,false
2019,51,485547943,Star Wars: Episode IX - The Rise of Skywalker,81,false
2019,52,381592200,Star Wars: Episode IX - The Rise of Skywalker,91,false
